industry_or_category,indicator,value,year,source_id
製造業 / 全国 雇用者あり ５人以上 / 負 債 支払手形,１事業所当たり金額,826.0,2006,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 支払手形,１事業所当たり金額,381.0,2005,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 支払手形,１事業所当たり金額,1711.0,2004,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 支払手形,１事業所当たり金額,888.0,2003,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 買掛金,１事業所当たり金額,2155.0,2007,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 買掛金,１事業所当たり金額,873.0,2006,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 買掛金,１事業所当たり金額,1107.0,2005,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 買掛金,１事業所当たり金額,1281.0,2004,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 買掛金,１事業所当たり金額,1686.0,2003,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 短期借入金,１事業所当たり金額,1808.0,2007,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 短期借入金,１事業所当たり金額,827.0,2006,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 短期借入金,１事業所当たり金額,1420.0,2005,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 短期借入金,１事業所当たり金額,2386.0,2004,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 短期借入金,１事業所当たり金額,3308.0,2003,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 未払金,１事業所当たり金額,1014.0,2007,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 未払金,１事業所当たり金額,480.0,2006,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 未払金,１事業所当たり金額,633.0,2005,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 未払金,１事業所当たり金額,434.0,2004,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 未払金,１事業所当たり金額,1166.0,2003,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 前受金,１事業所当たり金額,48.0,2007,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 前受金,１事業所当たり金額,3.0,2005,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 前受金,１事業所当たり金額,31.0,2004,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 前受金,１事業所当たり金額,6.0,2003,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 その他,１事業所当たり金額,19.0,2007,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 その他,１事業所当たり金額,16.0,2006,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 その他,１事業所当たり金額,16.0,2005,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 その他,１事業所当たり金額,34.0,2004,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 負 債 その他,１事業所当たり金額,48.0,2003,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 長期借入金,１事業所当たり金額,15755.0,2007,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 長期借入金,１事業所当たり金額,8148.0,2006,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 長期借入金,１事業所当たり金額,13222.0,2005,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 長期借入金,１事業所当たり金額,14401.0,2004,estat-corporate
製造業 / 全国 雇用者あり ５人以上 / 長期借入金,１事業所当たり金額,14356.0,2003,estat-corporate
製造業 / 全都市 / 売上高,１事業所当たり金額,10526.0,2007,estat-corporate
製造業 / 全都市 / 売上高,１事業所当たり金額,11709.0,2006,estat-corporate
製造業 / 全都市 / 売上高,１事業所当たり金額,9515.0,2005,estat-corporate
製造業 / 全都市 / 売上高,１事業所当たり金額,12285.0,2004,estat-corporate
製造業 / 全都市 / 売上高,１事業所当たり金額,12285.0,2003,estat-corporate
製造業 / 全都市 / 売上原価,１事業所当たり金額,3555.0,2007,estat-corporate
製造業 / 全都市 / 売上原価,１事業所当たり金額,3470.0,2006,estat-corporate
製造業 / 全都市 / 売上原価,１事業所当たり金額,2494.0,2005,estat-corporate
製造業 / 全都市 / 売上原価,１事業所当たり金額,3918.0,2004,estat-corporate
製造業 / 全都市 / 売上原価,１事業所当たり金額,3403.0,2003,estat-corporate
製造業 / 全都市 / 売上原価 期首棚卸高,１事業所当たり金額,612.0,2007,estat-corporate
製造業 / 全都市 / 売上原価 期首棚卸高,１事業所当たり金額,760.0,2006,estat-corporate
製造業 / 全都市 / 売上原価 期首棚卸高,１事業所当たり金額,468.0,2005,estat-corporate
製造業 / 全都市 / 売上原価 期首棚卸高,１事業所当たり金額,664.0,2004,estat-corporate
製造業 / 全都市 / 売上原価 期首棚卸高,１事業所当たり金額,486.0,2003,estat-corporate
製造業 / 全都市 / 売上原価 仕入高,１事業所当たり金額,3527.0,2007,estat-corporate
製造業 / 全都市 / 売上原価 仕入高,１事業所当たり金額,3496.0,2006,estat-corporate
製造業 / 全都市 / 売上原価 仕入高,１事業所当たり金額,2479.0,2005,estat-corporate
製造業 / 全都市 / 売上原価 仕入高,１事業所当たり金額,3847.0,2004,estat-corporate
製造業 / 全都市 / 売上原価 仕入高,１事業所当たり金額,3386.0,2003,estat-corporate
製造業 / 全都市 / 売上原価 期末棚卸高,１事業所当たり金額,584.0,2007,estat-corporate
製造業 / 全都市 / 売上原価 期末棚卸高,１事業所当たり金額,785.0,2006,estat-corporate
製造業 / 全都市 / 売上原価 期末棚卸高,１事業所当たり金額,453.0,2005,estat-corporate
製造業 / 全都市 / 売上原価 期末棚卸高,１事業所当たり金額,593.0,2004,estat-corporate
製造業 / 全都市 / 売上原価 期末棚卸高,１事業所当たり金額,469.0,2003,estat-corporate
製造業 / 全都市 / 売上総利益,１事業所当たり金額,6971.0,2007,estat-corporate
製造業 / 全都市 / 売上総利益,１事業所当たり金額,8239.0,2006,estat-corporate
製造業 / 全都市 / 売上総利益,１事業所当たり金額,7021.0,2005,estat-corporate
製造業 / 全都市 / 売上総利益,１事業所当たり金額,8367.0,2004,estat-corporate
製造業 / 全都市 / 売上総利益,１事業所当たり金額,8882.0,2003,estat-corporate
製造業 / 全都市 / 営業費,１事業所当たり金額,4303.0,2007,estat-corporate
製造業 / 全都市 / 営業費,１事業所当たり金額,5164.0,2006,estat-corporate
製造業 / 全都市 / 営業費,１事業所当たり金額,4152.0,2005,estat-corporate
製造業 / 全都市 / 営業費,１事業所当たり金額,5349.0,2004,estat-corporate
製造業 / 全都市 / 営業費,１事業所当たり金額,5459.0,2003,estat-corporate
製造業 / 全都市 / 営業費 給料賃金,１事業所当たり金額,1001.0,2007,estat-corporate
製造業 / 全都市 / 営業費 給料賃金,１事業所当たり金額,1390.0,2006,estat-corporate
製造業 / 全都市 / 営業費 給料賃金,１事業所当たり金額,1044.0,2005,estat-corporate
製造業 / 全都市 / 営業費 給料賃金,１事業所当たり金額,1460.0,2004,estat-corporate
製造業 / 全都市 / 営業費 給料賃金,１事業所当たり金額,1567.0,2003,estat-corporate
製造業 / 全都市 / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,975.0,2007,estat-corporate
製造業 / 全都市 / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,1362.0,2006,estat-corporate
製造業 / 全都市 / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,996.0,2005,estat-corporate
製造業 / 全都市 / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,1422.0,2004,estat-corporate
製造業 / 全都市 / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,1537.0,2003,estat-corporate
製造業 / 全都市 / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,241.0,2007,estat-corporate
製造業 / 全都市 / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,332.0,2006,estat-corporate
製造業 / 全都市 / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,224.0,2005,estat-corporate
製造業 / 全都市 / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,304.0,2004,estat-corporate
製造業 / 全都市 / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,301.0,2003,estat-corporate
製造業 / 全都市 / 営業費 営業経費,１事業所当たり金額,3302.0,2007,estat-corporate
製造業 / 全都市 / 営業費 営業経費,１事業所当たり金額,3775.0,2006,estat-corporate
製造業 / 全都市 / 営業費 営業経費,１事業所当たり金額,3108.0,2005,estat-corporate
製造業 / 全都市 / 営業費 営業経費,１事業所当たり金額,3890.0,2004,estat-corporate
製造業 / 全都市 / 営業費 営業経費,１事業所当たり金額,3892.0,2003,estat-corporate
製造業 / 全都市 / 営業利益,１事業所当たり金額,2668.0,2007,estat-corporate
製造業 / 全都市 / 営業利益,１事業所当たり金額,3074.0,2006,estat-corporate
製造業 / 全都市 / 営業利益,１事業所当たり金額,2869.0,2005,estat-corporate
製造業 / 全都市 / 営業利益,１事業所当たり金額,3017.0,2004,estat-corporate
製造業 / 全都市 / 営業利益,１事業所当たり金額,3423.0,2003,estat-corporate
製造業 / 全都市 / 設備投資,１事業所当たり金額,546.0,2007,estat-corporate
製造業 / 全都市 / 設備投資,１事業所当たり金額,635.0,2006,estat-corporate
製造業 / 全都市 / 設備投資,１事業所当たり金額,483.0,2005,estat-corporate
製造業 / 全都市 / 設備投資,１事業所当たり金額,491.0,2004,estat-corporate
製造業 / 全都市 / 設備投資,１事業所当たり金額,1087.0,2003,estat-corporate
製造業 / 全都市 / 設備投資　うち建物・建物付属設備,１事業所当たり金額,113.0,2007,estat-corporate
製造業 / 全都市 / 設備投資　うち建物・建物付属設備,１事業所当たり金額,123.0,2006,estat-corporate
製造業 / 全都市 / 設備投資　うち建物・建物付属設備,１事業所当たり金額,122.0,2005,estat-corporate
製造業 / 全都市 / 設備投資　うち建物・建物付属設備,１事業所当たり金額,106.0,2004,estat-corporate
製造業 / 全都市 / 設備投資　うち建物・建物付属設備,１事業所当たり金額,239.0,2003,estat-corporate
製造業 / 全都市 / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,374.0,2007,estat-corporate
製造業 / 全都市 / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,318.0,2006,estat-corporate
製造業 / 全都市 / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,354.0,2005,estat-corporate
製造業 / 全都市 / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,360.0,2004,estat-corporate
製造業 / 全都市 / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,624.0,2003,estat-corporate
製造業 / 全都市 / 従業者数,１事業所当たり金額,2.59,2007,estat-corporate
製造業 / 全都市 / 従業者数,１事業所当たり金額,2.94,2006,estat-corporate
製造業 / 全都市 / 従業者数,１事業所当たり金額,2.67,2005,estat-corporate
製造業 / 全都市 / 従業者数,１事業所当たり金額,2.98,2004,estat-corporate
製造業 / 全都市 / 従業者数,１事業所当たり金額,3.06,2003,estat-corporate
製造業 / 全都市 / 従業者数 うち家族従業者,１事業所当たり金額,0.87,2007,estat-corporate
製造業 / 全都市 / 従業者数 うち家族従業者,１事業所当たり金額,0.93,2006,estat-corporate
製造業 / 全都市 / 従業者数 うち家族従業者,１事業所当たり金額,0.9,2005,estat-corporate
製造業 / 全都市 / 従業者数 うち家族従業者,１事業所当たり金額,0.96,2004,estat-corporate
製造業 / 全都市 / 従業者数 うち家族従業者,１事業所当たり金額,1.02,2003,estat-corporate
製造業 / 全都市 / 従業者数　うち常用雇用者,１事業所当たり金額,0.61,2007,estat-corporate
製造業 / 全都市 / 従業者数　うち常用雇用者,１事業所当たり金額,0.85,2006,estat-corporate
製造業 / 全都市 / 従業者数　うち常用雇用者,１事業所当たり金額,0.62,2005,estat-corporate
製造業 / 全都市 / 従業者数　うち常用雇用者,１事業所当たり金額,0.79,2004,estat-corporate
製造業 / 全都市 / 従業者数　うち常用雇用者,１事業所当たり金額,0.85,2003,estat-corporate
製造業 / 全都市 / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,0.3,2007,estat-corporate
製造業 / 全都市 / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,0.43,2006,estat-corporate
製造業 / 全都市 / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,0.31,2005,estat-corporate
製造業 / 全都市 / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,0.33,2004,estat-corporate
製造業 / 全都市 / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,0.38,2003,estat-corporate
製造業 / 全都市 / １年間の営業（操業）日数（日）,１事業所当たり金額,266.0,2007,estat-corporate
製造業 / 全都市 / １年間の営業（操業）日数（日）,１事業所当たり金額,266.6,2006,estat-corporate
製造業 / 全都市 / １年間の営業（操業）日数（日）,１事業所当たり金額,261.3,2005,estat-corporate
製造業 / 全都市 / １年間の営業（操業）日数（日）,１事業所当たり金額,266.8,2004,estat-corporate
製造業 / 全都市 / １年間の営業（操業）日数（日）,１事業所当たり金額,264.7,2003,estat-corporate
製造業 / 全都市 / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.2,2007,estat-corporate
製造業 / 全都市 / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.3,2006,estat-corporate
製造業 / 全都市 / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.2,2005,estat-corporate
製造業 / 全都市 / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.4,2004,estat-corporate
製造業 / 全都市 / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.4,2003,estat-corporate
製造業 / 全都市 / １年間の総採用者数（人）,１事業所当たり金額,0.21,2007,estat-corporate
製造業 / 全都市 / １年間の総採用者数（人）,１事業所当たり金額,0.19,2006,estat-corporate
製造業 / 全都市 / １年間の総採用者数（人）,１事業所当たり金額,0.15,2005,estat-corporate
製造業 / 全都市 / １年間の総採用者数（人）,１事業所当たり金額,0.21,2004,estat-corporate
製造業 / 全都市 / １年間の総採用者数（人）,１事業所当たり金額,0.24,2003,estat-corporate
製造業 / 全都市 / １年間の総離職者数（人）,１事業所当たり金額,0.07,2007,estat-corporate
製造業 / 全都市 / １年間の総離職者数（人）,１事業所当たり金額,0.1,2006,estat-corporate
製造業 / 全都市 / １年間の総離職者数（人）,１事業所当たり金額,0.07,2005,estat-corporate
製造業 / 全都市 / １年間の総離職者数（人）,１事業所当たり金額,0.1,2004,estat-corporate
製造業 / 全都市 / １年間の総離職者数（人）,１事業所当たり金額,0.17,2003,estat-corporate
製造業 / 全都市 / 従業者1人あたり 売上高,１事業所当たり金額,4064.0,2007,estat-corporate
製造業 / 全都市 / 従業者1人あたり 売上高,１事業所当たり金額,3983.0,2006,estat-corporate
製造業 / 全都市 / 従業者1人あたり 売上高,１事業所当たり金額,3564.0,2005,estat-corporate
製造業 / 全都市 / 従業者1人あたり 売上高,１事業所当たり金額,4122.0,2004,estat-corporate
製造業 / 全都市 / 従業者1人あたり 売上高,１事業所当たり金額,4015.0,2003,estat-corporate
製造業 / 全都市 / 従業者1人あたり 営業利益,１事業所当たり金額,1030.0,2007,estat-corporate
製造業 / 全都市 / 従業者1人あたり 営業利益,１事業所当たり金額,1046.0,2006,estat-corporate
製造業 / 全都市 / 従業者1人あたり 営業利益,１事業所当たり金額,1075.0,2005,estat-corporate
製造業 / 全都市 / 従業者1人あたり 営業利益,１事業所当たり金額,1012.0,2004,estat-corporate
製造業 / 全都市 / 従業者1人あたり 営業利益,１事業所当たり金額,1119.0,2003,estat-corporate
製造業 / 全都市 / 資 産,１事業所当たり金額,3994.0,2007,estat-corporate
製造業 / 全都市 / 資 産,１事業所当たり金額,4295.0,2006,estat-corporate
製造業 / 全都市 / 資 産,１事業所当たり金額,3426.0,2005,estat-corporate
製造業 / 全都市 / 資 産,１事業所当たり金額,4591.0,2004,estat-corporate
製造業 / 全都市 / 資 産,１事業所当たり金額,4821.0,2003,estat-corporate
製造業 / 全都市 / 資 産 現 金,１事業所当たり金額,441.0,2007,estat-corporate
製造業 / 全都市 / 資 産 現 金,１事業所当たり金額,407.0,2006,estat-corporate
製造業 / 全都市 / 資 産 現 金,１事業所当たり金額,389.0,2005,estat-corporate
製造業 / 全都市 / 資 産 現 金,１事業所当たり金額,550.0,2004,estat-corporate
製造業 / 全都市 / 資 産 現 金,１事業所当たり金額,431.0,2003,estat-corporate
製造業 / 全都市 / 資 産 預 金,１事業所当たり金額,2069.0,2007,estat-corporate
製造業 / 全都市 / 資 産 預 金,１事業所当たり金額,2057.0,2006,estat-corporate
製造業 / 全都市 / 資 産 預 金,１事業所当たり金額,1837.0,2005,estat-corporate
製造業 / 全都市 / 資 産 預 金,１事業所当たり金額,2147.0,2004,estat-corporate
製造業 / 全都市 / 資 産 預 金,１事業所当たり金額,2372.0,2003,estat-corporate
製造業 / 全都市 / 受取手形,１事業所当たり金額,185.0,2007,estat-corporate
製造業 / 全都市 / 受取手形,１事業所当たり金額,266.0,2006,estat-corporate
製造業 / 全都市 / 受取手形,１事業所当たり金額,219.0,2005,estat-corporate
製造業 / 全都市 / 受取手形,１事業所当たり金額,416.0,2004,estat-corporate
製造業 / 全都市 / 受取手形,１事業所当たり金額,540.0,2003,estat-corporate
製造業 / 全都市 / 資 産 売掛金,１事業所当たり金額,604.0,2007,estat-corporate
製造業 / 全都市 / 資 産 売掛金,１事業所当たり金額,682.0,2006,estat-corporate
製造業 / 全都市 / 資 産 売掛金,１事業所当たり金額,506.0,2005,estat-corporate
製造業 / 全都市 / 資 産 売掛金,１事業所当たり金額,742.0,2004,estat-corporate
製造業 / 全都市 / 資 産 売掛金,１事業所当たり金額,808.0,2003,estat-corporate
製造業 / 全都市 / 棚卸資産,１事業所当たり金額,589.0,2007,estat-corporate
製造業 / 全都市 / 棚卸資産,１事業所当たり金額,769.0,2006,estat-corporate
製造業 / 全都市 / 棚卸資産,１事業所当たり金額,421.0,2005,estat-corporate
製造業 / 全都市 / 棚卸資産,１事業所当たり金額,590.0,2004,estat-corporate
製造業 / 全都市 / 棚卸資産,１事業所当たり金額,476.0,2003,estat-corporate
製造業 / 全都市 / 資 産 前払金,１事業所当たり金額,34.0,2007,estat-corporate
製造業 / 全都市 / 資 産 前払金,１事業所当たり金額,35.0,2006,estat-corporate
製造業 / 全都市 / 資 産 前払金,１事業所当たり金額,6.0,2005,estat-corporate
製造業 / 全都市 / 資 産 前払金,１事業所当たり金額,9.0,2004,estat-corporate
製造業 / 全都市 / 資 産 前払金,１事業所当たり金額,23.0,2003,estat-corporate
製造業 / 全都市 / 貸付金,１事業所当たり金額,21.0,2007,estat-corporate
製造業 / 全都市 / 貸付金,１事業所当たり金額,26.0,2006,estat-corporate
製造業 / 全都市 / 貸付金,１事業所当たり金額,10.0,2005,estat-corporate
製造業 / 全都市 / 貸付金,１事業所当たり金額,29.0,2004,estat-corporate
製造業 / 全都市 / 貸付金,１事業所当たり金額,24.0,2003,estat-corporate
製造業 / 全都市 / 資 産 その他,１事業所当たり金額,51.0,2007,estat-corporate
製造業 / 全都市 / 資 産 その他,１事業所当たり金額,52.0,2006,estat-corporate
製造業 / 全都市 / 資 産 その他,１事業所当たり金額,38.0,2005,estat-corporate
製造業 / 全都市 / 資 産 その他,１事業所当たり金額,107.0,2004,estat-corporate
製造業 / 全都市 / 資 産 その他,１事業所当たり金額,147.0,2003,estat-corporate
製造業 / 全都市 / 負 債,１事業所当たり金額,681.0,2007,estat-corporate
製造業 / 全都市 / 負 債,１事業所当たり金額,861.0,2006,estat-corporate
製造業 / 全都市 / 負 債,１事業所当たり金額,670.0,2005,estat-corporate
製造業 / 全都市 / 負 債,１事業所当たり金額,1043.0,2004,estat-corporate
製造業 / 全都市 / 負 債,１事業所当たり金額,951.0,2003,estat-corporate
製造業 / 全都市 / 負 債 支払手形,１事業所当たり金額,123.0,2007,estat-corporate
製造業 / 全都市 / 負 債 支払手形,１事業所当たり金額,124.0,2006,estat-corporate
製造業 / 全都市 / 負 債 支払手形,１事業所当たり金額,58.0,2005,estat-corporate
製造業 / 全都市 / 負 債 支払手形,１事業所当たり金額,175.0,2004,estat-corporate
製造業 / 全都市 / 負 債 支払手形,１事業所当たり金額,113.0,2003,estat-corporate
製造業 / 全都市 / 買掛金,１事業所当たり金額,253.0,2007,estat-corporate
製造業 / 全都市 / 買掛金,１事業所当たり金額,236.0,2006,estat-corporate
製造業 / 全都市 / 買掛金,１事業所当たり金額,163.0,2005,estat-corporate
製造業 / 全都市 / 買掛金,１事業所当たり金額,286.0,2004,estat-corporate
製造業 / 全都市 / 買掛金,１事業所当たり金額,261.0,2003,estat-corporate
製造業 / 全都市 / 負 債 短期借入金,１事業所当たり金額,164.0,2007,estat-corporate
製造業 / 全都市 / 負 債 短期借入金,１事業所当たり金額,289.0,2006,estat-corporate
製造業 / 全都市 / 負 債 短期借入金,１事業所当たり金額,311.0,2005,estat-corporate
製造業 / 全都市 / 負 債 短期借入金,１事業所当たり金額,456.0,2004,estat-corporate
製造業 / 全都市 / 負 債 短期借入金,１事業所当たり金額,374.0,2003,estat-corporate
製造業 / 全都市 / 未払金,１事業所当たり金額,123.0,2007,estat-corporate
製造業 / 全都市 / 未払金,１事業所当たり金額,202.0,2006,estat-corporate
製造業 / 全都市 / 未払金,１事業所当たり金額,132.0,2005,estat-corporate
製造業 / 全都市 / 未払金,１事業所当たり金額,116.0,2004,estat-corporate
製造業 / 全都市 / 未払金,１事業所当たり金額,192.0,2003,estat-corporate
製造業 / 全都市 / 負 債 前受金,１事業所当たり金額,14.0,2007,estat-corporate
製造業 / 全都市 / 負 債 前受金,１事業所当たり金額,5.0,2006,estat-corporate
製造業 / 全都市 / 負 債 前受金,１事業所当たり金額,2.0,2005,estat-corporate
製造業 / 全都市 / 負 債 前受金,１事業所当たり金額,5.0,2004,estat-corporate
製造業 / 全都市 / 負 債 前受金,１事業所当たり金額,3.0,2003,estat-corporate
製造業 / 全都市 / 負 債 その他,１事業所当たり金額,5.0,2007,estat-corporate
製造業 / 全都市 / 負 債 その他,１事業所当たり金額,5.0,2006,estat-corporate
製造業 / 全都市 / 負 債 その他,１事業所当たり金額,4.0,2005,estat-corporate
製造業 / 全都市 / 負 債 その他,１事業所当たり金額,4.0,2004,estat-corporate
製造業 / 全都市 / 負 債 その他,１事業所当たり金額,8.0,2003,estat-corporate
製造業 / 全都市 / 長期借入金,１事業所当たり金額,1712.0,2007,estat-corporate
製造業 / 全都市 / 長期借入金,１事業所当たり金額,2511.0,2006,estat-corporate
製造業 / 全都市 / 長期借入金,１事業所当たり金額,2035.0,2005,estat-corporate
製造業 / 全都市 / 長期借入金,１事業所当たり金額,2828.0,2004,estat-corporate
製造業 / 全都市 / 長期借入金,１事業所当たり金額,3163.0,2003,estat-corporate
製造業 / 全都市 事業主のみ / 売上高,１事業所当たり金額,4741.0,2007,estat-corporate
製造業 / 全都市 事業主のみ / 売上高,１事業所当たり金額,4864.0,2006,estat-corporate
製造業 / 全都市 事業主のみ / 売上高,１事業所当たり金額,3903.0,2005,estat-corporate
製造業 / 全都市 事業主のみ / 売上高,１事業所当たり金額,3657.0,2004,estat-corporate
製造業 / 全都市 事業主のみ / 売上高,１事業所当たり金額,2924.0,2003,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価,１事業所当たり金額,1276.0,2007,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価,１事業所当たり金額,1620.0,2006,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価,１事業所当たり金額,559.0,2005,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価,１事業所当たり金額,915.0,2004,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価,１事業所当たり金額,560.0,2003,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 期首棚卸高,１事業所当たり金額,389.0,2007,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 期首棚卸高,１事業所当たり金額,307.0,2006,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 期首棚卸高,１事業所当たり金額,169.0,2005,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 期首棚卸高,１事業所当たり金額,137.0,2004,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 期首棚卸高,１事業所当たり金額,126.0,2003,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 仕入高,１事業所当たり金額,1278.0,2007,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 仕入高,１事業所当たり金額,1612.0,2006,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 仕入高,１事業所当たり金額,562.0,2005,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 仕入高,１事業所当たり金額,922.0,2004,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 仕入高,１事業所当たり金額,558.0,2003,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 期末棚卸高,１事業所当たり金額,391.0,2007,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 期末棚卸高,１事業所当たり金額,299.0,2006,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 期末棚卸高,１事業所当たり金額,173.0,2005,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 期末棚卸高,１事業所当たり金額,144.0,2004,estat-corporate
製造業 / 全都市 事業主のみ / 売上原価 期末棚卸高,１事業所当たり金額,124.0,2003,estat-corporate
製造業 / 全都市 事業主のみ / 売上総利益,１事業所当たり金額,3465.0,2007,estat-corporate
製造業 / 全都市 事業主のみ / 売上総利益,１事業所当たり金額,3244.0,2006,estat-corporate
製造業 / 全都市 事業主のみ / 売上総利益,１事業所当たり金額,3345.0,2005,estat-corporate
製造業 / 全都市 事業主のみ / 売上総利益,１事業所当たり金額,2742.0,2004,estat-corporate
製造業 / 全都市 事業主のみ / 売上総利益,１事業所当たり金額,2364.0,2003,estat-corporate
製造業 / 全都市 事業主のみ / 営業費,１事業所当たり金額,1735.0,2007,estat-corporate
製造業 / 全都市 事業主のみ / 営業費,１事業所当たり金額,1777.0,2006,estat-corporate
製造業 / 全都市 事業主のみ / 営業費,１事業所当たり金額,1607.0,2005,estat-corporate
製造業 / 全都市 事業主のみ / 営業費,１事業所当たり金額,1370.0,2004,estat-corporate
製造業 / 全都市 事業主のみ / 営業費,１事業所当たり金額,1209.0,2003,estat-corporate
製造業 / 全都市 事業主のみ / 営業費 給料賃金,１事業所当たり金額,18.0,2006,estat-corporate
製造業 / 全都市 事業主のみ / 営業費 給料賃金,１事業所当たり金額,4.0,2004,estat-corporate
製造業 / 全都市 事業主のみ / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,12.0,2006,estat-corporate
製造業 / 全都市 事業主のみ / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,4.0,2004,estat-corporate
製造業 / 全都市 事業主のみ / 営業費 営業経費,１事業所当たり金額,1735.0,2007,estat-corporate
製造業 / 全都市 事業主のみ / 営業費 営業経費,１事業所当たり金額,1759.0,2006,estat-corporate
製造業 / 全都市 事業主のみ / 営業費 営業経費,１事業所当たり金額,1607.0,2005,estat-corporate
製造業 / 全都市 事業主のみ / 営業費 営業経費,１事業所当たり金額,1366.0,2004,estat-corporate
製造業 / 全都市 事業主のみ / 営業費 営業経費,１事業所当たり金額,1209.0,2003,estat-corporate
製造業 / 全都市 事業主のみ / 営業利益,１事業所当たり金額,1730.0,2007,estat-corporate
製造業 / 全都市 事業主のみ / 営業利益,１事業所当たり金額,1467.0,2006,estat-corporate
製造業 / 全都市 事業主のみ / 営業利益,１事業所当たり金額,1738.0,2005,estat-corporate
