category,indicator,value,year,source_id
0101 南渡島 / １６　周産期に発生した病態 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0101 南渡島 / １７　先天奇形，変形及び染色体異常 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0101 南渡島 / １８　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.1,2008,estat-medical
0101 南渡島 / １９　損傷，中毒及びその他の外因の影響 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.5,2008,estat-medical
0101 南渡島 / １９　損傷，中毒及びその他の外因の影響(骨折（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.3,2008,estat-medical
0101 南渡島 / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / 総数 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.2,2008,estat-medical
0102 南檜山 / １　感染症及び寄生虫症 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １　感染症及び寄生虫症(腸管感染症（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １　感染症及び寄生虫症(皮膚及び粘膜の病変を伴うウイルス疾患（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ２　新生物 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ２　新生物(（悪性新生物）（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ２　新生物(胃の悪性新生物（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ２　新生物(結腸及び直腸の悪性新生物（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ４　内分泌，栄養及び代謝疾患 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ４　内分泌，栄養及び代謝疾患(甲状腺障害（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ４　内分泌，栄養及び代謝疾患(糖尿病（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ５　精神及び行動の障害 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ５　精神及び行動の障害(統合失調症，統合失調症型障害及び妄想性障害（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ５　精神及び行動の障害(気分［感情］障害（躁うつ病を含む）（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ６　神経系の疾患 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ９　循環器系の疾患 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.1,2008,estat-medical
0102 南檜山 / ９　循環器系の疾患(高血圧性疾患（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ９　循環器系の疾患(（心疾患（高血圧性のものを除く））（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ９　循環器系の疾患(虚血性心疾患（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / ９　循環器系の疾患(脳血管疾患（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １０　呼吸器系の疾患 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １０　呼吸器系の疾患(肺炎（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １０　呼吸器系の疾患(急性気管支炎及び急性細気管支炎（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １０　呼吸器系の疾患(気管支炎及び慢性閉塞性肺疾患（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １１　消化器系の疾患 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １１　消化器系の疾患(胃潰瘍及び十二指腸潰瘍（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １１　消化器系の疾患(肝疾患（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １２　皮膚及び皮下組織の疾患 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １３　筋骨格系及び結合組織の疾患 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １３　筋骨格系及び結合組織の疾患(炎症性多発性関節障害（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １３　筋骨格系及び結合組織の疾患(関節症（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １３　筋骨格系及び結合組織の疾患(脊柱障害（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １３　筋骨格系及び結合組織の疾患(骨の密度及び構造の障害（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １４　腎尿路生殖器系の疾患 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １４　腎尿路生殖器系の疾患(糸球体疾患，腎尿細管間質性疾患及び腎不全（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １８　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １９　損傷，中毒及びその他の外因の影響 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0102 南檜山 / １９　損傷，中毒及びその他の外因の影響(骨折（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0103 北渡島檜山 / 総数 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.9,2008,estat-medical
0103 北渡島檜山 / １　感染症及び寄生虫症 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0103 北渡島檜山 / １　感染症及び寄生虫症(腸管感染症（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0103 北渡島檜山 / ２　新生物 / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0103 北渡島檜山 / ２　新生物(（悪性新生物）（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0103 北渡島檜山 / ２　新生物(胃の悪性新生物（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
0103 北渡島檜山 / ２　新生物(結腸及び直腸の悪性新生物（再掲）) / 病院の推計入院患者数（施設所在地）,病院の推計入院患者数（施設所在地）,0.0,2008,estat-medical
